subject, run, block, trial, mu1, mu2, choice, reward, RT, cond, trial_onset, choice_onset, feedback_onset 
2,5.0,17.0,6.0,6.0,0.0,1.0,6.0,771.062135696,4,72.8656849861,73.6948127747,75.844824791
2,5.0,17.0,7.0,6.0,0.0,1.0,6.0,571.021080017,4,84.3293678761,84.9416539669,86.4083769321
2,5.0,17.0,8.0,6.0,0.0,1.0,6.0,520.843982697,4,93.87677598,94.4383869171,97.3886659145
2,5.0,17.0,9.0,6.0,0.0,1.0,6.0,587.931871414,4,105.306706905,105.935770988,107.668937922
2,5.0,17.0,10.0,6.0,0.0,1.0,6.0,570.961952209,4,116.337128878,116.949335814,119.165865898
2,5.0,18.0,1.0,5.0,-6.0,2.0,-8.0,1188.44294548,3,132.987696886,134.211114883,136.976359844
2,5.0,18.0,2.0,5.0,-6.0,1.0,10.0,419.145107269,3,143.793401957,144.258210897,147.108255863
2,5.0,18.0,3.0,5.0,-6.0,1.0,9.0,521.119117737,3,155.908352852,156.471302986,158.471301794
2,5.0,18.0,4.0,5.0,-6.0,1.0,18.0,570.999145508,3,167.389633894,168.001427889,170.317225933
2,5.0,18.0,5.0,5.0,-6.0,1.0,3.0,487.494945526,3,178.735978842,179.264962912,180.38180089
2,5.0,18.0,6.0,5.0,-6.0,1.0,5.0,520.771026611,3,189.582756996,190.14515996,191.727731943
2,5.0,18.0,7.0,5.0,-6.0,1.0,7.0,487.489938736,3,201.046287775,201.57533884,203.541902781
2,5.0,18.0,8.0,5.0,-6.0,1.0,9.0,503.780126572,3,212.542220831,213.088690996,216.02161479
2,5.0,18.0,9.0,5.0,-6.0,1.0,9.0,1137.45093346,3,224.756187916,225.935067892,228.801199913
2,5.0,18.0,10.0,5.0,-6.0,1.0,4.0,620.466947556,3,237.052646875,237.714917898,240.064770937
2,5.0,19.0,1.0,5.0,7.0,1.0,5.0,656.048059464,2,254.104060888,254.793438911,256.293421984
2,5.0,19.0,2.0,5.0,7.0,2.0,2.0,637.372016907,2,264.245263815,264.923940897,266.873821974
2,5.0,19.0,3.0,5.0,7.0,1.0,5.0,1400.04491806,2,274.659168959,276.104056835,277.320756912
2,5.0,19.0,4.0,5.0,7.0,2.0,6.0,1170.56298256,2,284.489251852,285.701479912,287.468050957
2,5.0,19.0,5.0,5.0,7.0,1.0,5.0,588.316917419,2,294.985500813,295.614076853,298.331238985
2,5.0,19.0,6.0,5.0,7.0,2.0,3.0,421.004056931,2,306.933116913,307.411914825,309.661102772
2,5.0,19.0,7.0,5.0,7.0,1.0,5.0,471.031904221,2,318.213181973,318.791904926,320.291931868
2,5.0,19.0,8.0,5.0,7.0,1.0,5.0,504.400968552,2,328.959987879,329.505537987,331.388900995
2,5.0,19.0,9.0,5.0,7.0,1.0,5.0,804.486989975,2,339.773458958,340.61904192,341.735751867
2,5.0,19.0,10.0,5.0,7.0,1.0,5.0,967.257976532,2,349.203344822,350.216077805,351.383080959
2,5.0,20.0,1.0,24.0,-12.0,1.0,29.0,1788.62810135,1,365.919782877,367.744665861,370.078574896
2,5.0,20.0,2.0,24.0,-12.0,1.0,33.0,504.253864288,1,377.429466963,377.975013971,380.775301933
2,5.0,20.0,3.0,24.0,-12.0,1.0,32.0,487.390995026,1,388.758940935,389.288288832,390.572622776
2,5.0,20.0,4.0,24.0,-12.0,1.0,22.0,536.04388237,1,398.989259005,399.568897963,401.202818871
2,5.0,20.0,5.0,24.0,-12.0,1.0,18.0,570.891141891,1,410.169466972,410.782490969,412.415810823
2,5.0,20.0,6.0,24.0,-12.0,1.0,21.0,587.762117386,1,420.116577864,420.746281862,422.246222973
2,5.0,20.0,7.0,24.0,-12.0,1.0,26.0,566.969156265,1,430.247074842,430.860094786,433.209560871
2,5.0,20.0,8.0,24.0,-12.0,1.0,21.0,604.469060898,1,440.778039932,441.422086,442.757048845
2,5.0,20.0,9.0,24.0,-12.0,1.0,23.0,787.77217865,1,450.891760826,451.720805883,454.137248993
2,5.0,20.0,10.0,24.0,-12.0,1.0,21.0,716.690063477,1,462.570422888,463.334137917,465.199021816
2,6.0,21.0,1.0,17.0,0.0,1.0,17.0,989.408969879,2,17.0396258831,18.065092802,20.2154388428
2,6.0,21.0,2.0,17.0,0.0,1.0,17.0,421.224832535,2,27.7542538643,28.2120888233,30.995497942
2,6.0,21.0,3.0,17.0,0.0,1.0,17.0,675.481081009,2,39.2969930172,40.0421259403,42.1919739246
2,6.0,21.0,4.0,17.0,0.0,1.0,17.0,516.950130463,2,49.8605339527,50.4223678112,52.2056109905
2,6.0,21.0,5.0,17.0,0.0,1.0,17.0,504.045963287,2,60.8746938705,61.4192478657,62.8692579269
2,6.0,21.0,6.0,17.0,0.0,1.0,17.0,604.254961014,2,70.8729169369,71.516299963,74.2143080235
2,6.0,21.0,7.0,17.0,0.0,1.0,17.0,571.485996246,2,81.6851129532,82.2966740131,83.6633098125
2,6.0,21.0,8.0,17.0,0.0,1.0,17.0,571.332931519,2,92.1324779987,92.743614912,94.8267579079
2,6.0,21.0,9.0,17.0,0.0,1.0,17.0,749.925851822,2,103.595791817,104.390416861,107.256672859
2,6.0,21.0,10.0,17.0,0.0,1.0,17.0,571.167945862,2,114.992579937,115.603760004,117.436491013
2,6.0,22.0,1.0,-6.0,-6.0,1.0,-14.0,772.6521492,3,131.461942911,132.265735865,134.465677023
2,6.0,22.0,2.0,-6.0,-6.0,2.0,-3.0,404.308795929,3,142.598737001,143.046015978,144.112874031
2,6.0,22.0,3.0,-6.0,-6.0,2.0,3.0,437.375068665,3,152.54893589,153.026438951,154.69303298
2,6.0,22.0,4.0,-6.0,-6.0,2.0,-10.0,450.417995453,3,162.379971027,162.873720884,164.523631811
2,6.0,22.0,5.0,-6.0,-6.0,2.0,-4.0,437.465190887,3,172.226271868,172.704332829,174.904083014
2,6.0,22.0,6.0,-6.0,-6.0,2.0,-7.0,504.255056381,3,184.239444971,184.784147024,186.767371893
2,6.0,22.0,7.0,-6.0,-6.0,2.0,-6.0,421.205997467,3,195.883383989,196.347529888,197.963797808
2,6.0,22.0,8.0,-6.0,-6.0,2.0,-1.0,438.329935074,3,205.433279991,205.911444902,207.178123951
2,6.0,22.0,9.0,-6.0,-6.0,2.0,-2.0,537.95003891,3,216.430560827,217.008242846,219.208088875
2,6.0,22.0,10.0,-6.0,-6.0,2.0,-11.0,621.180057526,3,227.927162886,228.588474989,231.487634897
2,6.0,23.0,1.0,4.0,2.0,1.0,10.0,1334.98501778,1,246.040603876,247.416321993,249.533421993
2,6.0,23.0,2.0,4.0,2.0,2.0,2.0,650.372028351,1,257.352829933,258.046711922,259.796716928
2,6.0,23.0,3.0,4.0,2.0,1.0,3.0,471.275091171,1,268.914783955,269.426205873,271.109815836
2,6.0,23.0,4.0,4.0,2.0,1.0,0.0,454.803943634,1,279.162805796,279.656696796,281.807009935
2,6.0,23.0,5.0,4.0,2.0,1.0,3.0,383.71515274,1,289.409677029,289.837646008,292.787294865
2,6.0,23.0,6.0,4.0,2.0,1.0,3.0,483.627080917,1,300.97318387,301.500948906,303.834061861
2,6.0,23.0,7.0,4.0,2.0,1.0,4.0,421.231985092,1,312.135721922,312.597777843,315.380961895
2,6.0,23.0,8.0,4.0,2.0,1.0,7.0,454.216003418,1,324.749680996,325.244274855,328.027194977
2,6.0,23.0,9.0,4.0,2.0,1.0,2.0,487.627983093,1,336.863106012,337.390986919,338.491112947
2,6.0,23.0,10.0,4.0,2.0,1.0,-1.0,837.896108627,1,347.410096884,348.287741899,349.837652922
2,6.0,24.0,1.0,-4.0,10.0,1.0,-4.0,989.060878754,4,363.024439812,364.049917936,366.299841881
2,6.0,24.0,2.0,-4.0,10.0,2.0,10.0,371.365070343,4,373.952956915,374.378809929,376.08020401
2,6.0,24.0,3.0,-4.0,10.0,2.0,10.0,387.614011765,4,384.64952898,385.077303886,386.760524988
2,6.0,24.0,4.0,-4.0,10.0,2.0,10.0,404.726028442,4,395.363080978,395.807687998,398.406981945
2,6.0,24.0,5.0,-4.0,10.0,2.0,10.0,488.131999969,4,407.142994881,407.670862913,410.453698874
2,6.0,24.0,6.0,-4.0,10.0,2.0,10.0,420.68696022,4,418.589888811,419.051009893,420.434407949
2,6.0,24.0,7.0,-4.0,10.0,2.0,10.0,520.838022232,4,429.586467981,430.147707939,432.030999899
2,6.0,24.0,8.0,-4.0,10.0,2.0,10.0,383.691072464,4,439.533816814,439.960095882,442.428201914
2,6.0,24.0,9.0,-4.0,10.0,2.0,10.0,537.675142288,4,451.846941948,452.424876928,454.741259813
2,6.0,24.0,10.0,-4.0,10.0,2.0,10.0,534.203052521,4,462.710713863,463.288491964,465.53826189
2,7.0,25.0,1.0,10.0,-5.0,1.0,10.0,1122.55811691,2,17.0474910736,18.2001130581,20.5004401207
2,7.0,25.0,2.0,10.0,-5.0,2.0,-5.0,354.487895966,2,26.6875472069,27.0807571411,28.6136682034
2,7.0,25.0,3.0,10.0,-5.0,1.0,10.0,370.634078979,2,36.9832060337,37.3945670128,40.2607381344
2,7.0,25.0,4.0,10.0,-5.0,1.0,10.0,467.040061951,2,49.4965770245,50.0076870918,51.0410599709
2,7.0,25.0,5.0,10.0,-5.0,1.0,10.0,521.237850189,2,59.3437430859,59.9048871994,62.637804985
2,7.0,25.0,6.0,10.0,-5.0,1.0,10.0,437.916994095,2,71.1566340923,71.6511189938,74.4177420139
2,7.0,25.0,7.0,10.0,-5.0,1.0,10.0,504.073143005,2,82.6369831562,83.1814670563,85.0144970417
2,7.0,25.0,8.0,10.0,-5.0,1.0,10.0,517.075061798,2,94.2502760887,94.8114590645,96.0115280151
2,7.0,25.0,9.0,10.0,-5.0,1.0,10.0,521.525859833,2,104.314225197,104.875276089,107.491664171
2,7.0,25.0,10.0,10.0,-5.0,1.0,10.0,454.586029053,2,116.195079088,116.688601971,118.221513987
2,7.0,26.0,1.0,-7.0,-5.0,2.0,-5.0,1939.1169548,1,133.576532125,135.549897194,138.283522129
2,7.0,26.0,2.0,-7.0,-5.0,1.0,-12.0,437.540054321,1,145.653210163,146.130367994,147.380367041
2,7.0,26.0,3.0,-7.0,-5.0,2.0,-5.0,400.053977966,1,155.915385008,156.360653162,157.444190979
2,7.0,26.0,4.0,-7.0,-5.0,2.0,-5.0,537.651062012,1,166.277710199,166.857712984,169.407903194
2,7.0,26.0,5.0,-7.0,-5.0,2.0,-5.0,487.690925598,1,177.625893116,178.154435158,180.254768133
2,7.0,26.0,6.0,-7.0,-5.0,2.0,-5.0,421.048879623,1,189.389350176,189.851160049,191.517743111
2,7.0,26.0,7.0,-7.0,-5.0,2.0,-5.0,687.805175781,1,199.737025976,200.464820147,202.181472063
2,7.0,26.0,8.0,-7.0,-5.0,2.0,-5.0,533.645153046,1,209.949139118,210.528516054,212.744620085
2,7.0,26.0,9.0,-7.0,-5.0,2.0,-5.0,987.785100937,1,220.881200075,221.908634186,222.99208498
2,7.0,26.0,10.0,-7.0,-5.0,2.0,-5.0,670.784950256,1,231.36088109,232.072343111,233.221767187
2,7.0,27.0,1.0,-9.0,-17.0,1.0,-8.0,1039.39294815,3,248.071758986,249.15084815,252.01749897
2,7.0,27.0,2.0,-9.0,-17.0,2.0,-16.0,420.71390152,3,259.60395813,260.064262152,262.414690018
2,7.0,27.0,3.0,-9.0,-17.0,1.0,-12.0,387.619018555,3,270.6329422,271.061213017,273.628225088
2,7.0,27.0,4.0,-9.0,-17.0,1.0,-8.0,421.035051346,3,282.662512064,283.124544144,285.92425108
2,7.0,27.0,5.0,-9.0,-17.0,1.0,-6.0,420.980930328,3,295.377484083,295.837663174,297.954084158
2,7.0,27.0,6.0,-9.0,-17.0,1.0,-3.0,454.940080643,3,306.872637987,307.367763042,309.001019001
2,7.0,27.0,7.0,-9.0,-17.0,1.0,-12.0,504.487037659,3,316.57004118,317.11482811,319.381309032
2,7.0,27.0,8.0,-9.0,-17.0,1.0,-5.0,487.560033798,3,327.783782005,328.311783075,330.360933065
2,7.0,27.0,9.0,-9.0,-17.0,1.0,-7.0,471.354007721,3,337.847446203,338.358818054,339.942137003
2,7.0,27.0,10.0,-9.0,-17.0,1.0,-9.0,521.082162857,3,349.327761173,349.888636112,351.905569077
2,7.0,28.0,1.0,-4.0,8.0,1.0,-4.0,489.448785782,4,366.476804018,367.000660181,368.567430019
2,7.0,28.0,2.0,-4.0,8.0,2.0,8.0,420.921087265,4,376.138460159,376.597915173,379.547145128
2,7.0,28.0,3.0,-4.0,8.0,2.0,8.0,537.277936935,4,387.850077152,388.426350117,389.577780008
2,7.0,28.0,4.0,-4.0,8.0,2.0,8.0,337.471008301,4,397.931773186,398.308526039,399.641810179
2,7.0,28.0,5.0,-4.0,8.0,2.0,8.0,504.191160202,4,408.4110291,408.955378056,410.272185087
2,7.0,28.0,6.0,-4.0,8.0,2.0,8.0,538.024187088,4,418.991199017,419.569036007,422.451771021
2,7.0,28.0,7.0,-4.0,8.0,2.0,8.0,537.683010101,4,430.870766163,431.448960066,433.41556716
2,7.0,28.0,8.0,-4.0,8.0,2.0,8.0,471.181869507,4,441.468216181,441.979286194,444.678956032
2,7.0,28.0,9.0,-4.0,8.0,2.0,8.0,454.499006271,4,453.815076113,454.307546139,456.642207146
2,7.0,28.0,10.0,-4.0,8.0,2.0,8.0,787.724971771,4,464.161948204,464.989232063,466.056172132
2,8.0,29.0,1.0,-11.0,-2.0,1.0,-11.0,1405.51114082,2,17.0347499847,18.4772219658,21.044121027
2,8.0,29.0,2.0,-11.0,-2.0,2.0,-4.0,387.528896332,2,26.6483328342,27.0747280121,29.6244649887
2,8.0,29.0,3.0,-11.0,-2.0,2.0,6.0,600.446939468,2,37.4931590557,38.13824296,39.6213860512
2,8.0,29.0,4.0,-11.0,-2.0,2.0,6.0,421.10490799,2,47.4401869774,47.9021580219,49.9519808292
2,8.0,29.0,5.0,-11.0,-2.0,2.0,1.0,488.029003143,2,58.9203619957,59.4487810135,61.7324669361
2,8.0,29.0,6.0,-11.0,-2.0,2.0,-4.0,554.441928864,2,70.9168109894,71.5120699406,73.5453538895
2,8.0,29.0,7.0,-11.0,-2.0,2.0,-2.0,420.630931854,2,81.2149488926,81.6757688522,84.6253569126
2,8.0,29.0,8.0,-11.0,-2.0,2.0,-1.0,466.928958893,2,92.6614539623,93.1725559235,96.1705219746
2,8.0,29.0,9.0,-11.0,-2.0,2.0,-6.0,833.584070206,2,105.123479843,106.002235889,107.285557032
2,8.0,29.0,10.0,-11.0,-2.0,2.0,1.0,471.917152405,2,115.021585941,115.532851934,117.799309015
2,8.0,30.0,1.0,7.0,9.0,1.0,11.0,1122.07508087,3,132.286620855,133.444385052,136.428007841
2,8.0,30.0,2.0,7.0,9.0,1.0,7.0,454.355955124,3,144.264240026,144.757781029,147.357918978
2,8.0,30.0,3.0,7.0,9.0,1.0,9.0,487.288951874,3,155.243984938,155.78806901,157.605180025
2,8.0,30.0,4.0,7.0,9.0,1.0,2.0,487.931013107,3,165.339962959,165.868399858,166.918602943
2,8.0,30.0,5.0,7.0,9.0,1.0,-5.0,454.504966736,3,176.320521832,176.815414906,179.515611887
2,8.0,30.0,6.0,7.0,9.0,1.0,13.0,387.9570961,3,188.005174875,188.428665876,190.445389986
2,8.0,30.0,7.0,7.0,9.0,1.0,13.0,470.623970032,3,199.263939857,199.775465965,202.359253883
2,8.0,30.0,8.0,7.0,9.0,1.0,11.0,504.805803299,3,210.693702936,211.23890686,213.339154959
2,8.0,30.0,9.0,7.0,9.0,1.0,12.0,670.717954636,3,222.52375102,223.235304832,226.184942007
2,8.0,30.0,10.0,7.0,9.0,1.0,-1.0,585.9811306,3,234.320992947,234.948704958,236.115455866
2,8.0,31.0,1.0,3.0,-2.0,2.0,-2.0,1722.16820717,1,251.206305981,252.960264921,254.227535009
2,8.0,31.0,2.0,3.0,-2.0,1.0,2.0,367.178916931,1,261.563683033,261.974467993,263.840893984
2,8.0,31.0,3.0,3.0,-2.0,1.0,0.0,367.18916893,1,271.442882061,271.854789019,273.288195848
2,8.0,31.0,4.0,3.0,-2.0,1.0,2.0,354.005098343,1,280.957052946,281.35177803,282.768872976
2,8.0,31.0,5.0,3.0,-2.0,1.0,-1.0,421.451091766,1,292.10452199,292.565567017,294.51544404
2,8.0,31.0,6.0,3.0,-2.0,1.0,-1.0,437.735080719,1,303.234458923,303.712456942,305.512315035
2,8.0,31.0,7.0,3.0,-2.0,1.0,3.0,420.471191406,1,313.648337841,314.10895896,316.742393017
2,8.0,31.0,8.0,3.0,-2.0,1.0,7.0,389.368057251,1,324.728462934,325.156396866,327.472848892
2,8.0,31.0,9.0,3.0,-2.0,1.0,0.0,500.311136246,1,336.309383869,336.852910995,338.286309004
2,8.0,31.0,10.0,3.0,-2.0,1.0,1.0,571.19011879,1,347.288503885,347.899760962,350.231142998
2,8.0,32.0,1.0,-2.0,-8.0,1.0,-2.0,1223.17790985,4,363.837318897,365.094876051,367.077646971
2,8.0,32.0,2.0,-2.0,-8.0,2.0,-8.0,388.355016708,4,375.632474899,376.05843091,378.625251055
2,8.0,32.0,3.0,-2.0,-8.0,1.0,-2.0,404.57201004,4,386.693732023,387.138608932,389.35490489
2,8.0,32.0,4.0,-2.0,-8.0,1.0,-2.0,433.745145798,4,397.256903887,397.735468864,399.802484035
2,8.0,32.0,5.0,-2.0,-8.0,1.0,-2.0,437.839984894,4,407.620646954,408.099285841,410.164736986
2,8.0,32.0,6.0,-2.0,-8.0,1.0,-2.0,421.154022217,4,419.001801014,419.462605953,422.162209988
2,8.0,32.0,7.0,-2.0,-8.0,1.0,-2.0,504.624128342,4,430.298380852,430.842792034,432.292765856
2,8.0,32.0,8.0,-2.0,-8.0,1.0,-2.0,537.693977356,4,440.028044939,440.606617928,443.439518929
2,8.0,32.0,9.0,-2.0,-8.0,1.0,-2.0,500.347852707,4,452.242219925,452.786296844,455.019676924
2,8.0,32.0,10.0,-2.0,-8.0,1.0,-2.0,455.192089081,4,462.45578289,462.949864864,465.866377831
